Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN27533,2,0,1,1,Meal Plan 2,0,Room_Type 4,68,2018,7,4,Offline,0,0,0,107.95,0,Not_Cancelled
INN27534,2,0,0,1,Not Selected,0,Room_Type 1,133,2018,8,20,Online,0,0,0,94.5,0,Cancelled
INN27535,1,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,6,18,Online,0,0,0,122.4,1,Cancelled
INN27536,2,0,2,3,Meal Plan 1,0,Room_Type 1,45,2018,4,24,Online,0,0,0,108.79,0,Not_Cancelled
INN27537,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,1,65,0,Not_Cancelled
INN27538,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,2,12,Online,0,0,0,78.3,1,Cancelled
INN27539,3,0,1,2,Meal Plan 2,0,Room_Type 4,83,2018,6,10,Online,0,0,0,210.6,2,Not_Cancelled
INN27540,2,0,2,7,Meal Plan 1,0,Room_Type 1,199,2017,10,1,Online,0,0,0,94.5,0,Cancelled
INN27541,2,0,2,2,Meal Plan 1,0,Room_Type 1,40,2018,3,5,Online,0,0,0,83.9,1,Not_Cancelled
INN27542,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67,0,Not_Cancelled
INN27543,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,20,Online,0,0,0,111,1,Not_Cancelled
INN27544,2,0,1,2,Meal Plan 2,0,Room_Type 1,3,2018,8,15,Online,0,0,0,228.33,1,Not_Cancelled
INN27545,3,0,0,1,Meal Plan 1,0,Room_Type 4,26,2018,5,19,Online,0,0,0,177,2,Not_Cancelled
INN27546,2,0,2,1,Meal Plan 1,0,Room_Type 1,2,2017,10,4,Online,0,0,0,114,0,Not_Cancelled
INN27547,2,0,1,2,Not Selected,0,Room_Type 1,28,2018,12,2,Online,0,0,0,88,1,Not_Cancelled
INN27548,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,4,29,Offline,0,0,0,75,0,Not_Cancelled
INN27549,2,0,0,3,Meal Plan 1,0,Room_Type 1,93,2018,4,12,Online,0,0,0,96.3,3,Not_Cancelled
INN27550,1,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,4,5,Online,0,0,0,92.17,1,Not_Cancelled
INN27551,1,0,0,4,Meal Plan 1,0,Room_Type 1,5,2018,2,24,Corporate,0,0,0,80,0,Not_Cancelled
INN27552,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Cancelled
INN27553,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Cancelled
INN27554,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Corporate,0,0,0,80,0,Not_Cancelled
INN27555,3,0,1,0,Meal Plan 1,0,Room_Type 4,89,2018,7,17,Online,0,0,0,137.7,2,Not_Cancelled
INN27556,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,9,11,Offline,0,0,0,95,0,Not_Cancelled
INN27557,1,0,2,2,Meal Plan 1,0,Room_Type 1,88,2017,7,18,Online,0,0,0,68,1,Cancelled
INN27558,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,86,0,Cancelled
INN27559,2,0,0,1,Meal Plan 1,0,Room_Type 1,54,2018,11,24,Complementary,0,0,0,0,1,Not_Cancelled
INN27560,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,29,Corporate,1,0,10,65,1,Not_Cancelled
INN27561,2,2,2,5,Meal Plan 1,0,Room_Type 6,217,2018,8,7,Online,0,0,0,167.95,0,Cancelled
INN27562,1,0,2,3,Not Selected,0,Room_Type 1,6,2018,11,24,Online,0,0,0,68.67,0,Not_Cancelled
INN27563,2,0,2,2,Meal Plan 1,0,Room_Type 1,21,2017,9,5,Online,0,0,0,105,3,Not_Cancelled
INN27564,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2018,2,18,Online,0,0,0,82.83,0,Not_Cancelled
INN27565,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Cancelled
INN27566,2,0,0,1,Meal Plan 1,0,Room_Type 1,28,2018,9,27,Offline,0,0,0,75,2,Not_Cancelled
INN27567,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48,0,Cancelled
INN27568,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,3,4,Online,0,0,0,85,0,Cancelled
INN27569,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,5,18,Online,0,0,0,140.4,0,Cancelled
INN27570,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Cancelled
INN27571,2,0,2,0,Not Selected,0,Room_Type 1,19,2018,9,11,Online,0,0,0,65.1,1,Cancelled
INN27572,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,Cancelled
INN27573,2,0,2,5,Not Selected,0,Room_Type 1,119,2017,12,28,Online,0,0,0,46.51,1,Cancelled
INN27574,2,0,1,2,Not Selected,0,Room_Type 1,15,2018,4,15,Online,0,0,0,106.33,0,Cancelled
INN27575,2,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,9,10,Offline,0,0,0,95,1,Not_Cancelled
INN27576,2,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,20,Offline,0,0,0,54,0,Not_Cancelled
INN27577,2,0,2,3,Meal Plan 1,0,Room_Type 4,65,2018,4,8,Online,0,0,0,112.2,1,Not_Cancelled
INN27578,1,0,0,1,Meal Plan 2,0,Room_Type 1,255,2018,6,14,Offline,0,0,0,87,0,Not_Cancelled
INN27579,1,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,120,0,Not_Cancelled
INN27580,1,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,8,Online,0,0,0,80,1,Not_Cancelled
INN27581,1,0,0,1,Meal Plan 1,0,Room_Type 1,54,2017,11,18,Corporate,0,0,0,65,1,Not_Cancelled
INN27582,2,0,2,2,Meal Plan 1,0,Room_Type 1,220,2018,12,30,Online,0,0,0,84.15,1,Cancelled
INN27583,2,0,2,0,Meal Plan 1,0,Room_Type 1,29,2017,10,4,Online,0,0,0,76.81,0,Not_Cancelled
INN27584,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90,0,Cancelled
INN27585,2,0,1,3,Meal Plan 1,0,Room_Type 1,190,2018,9,26,Online,0,0,0,119.85,0,Cancelled
INN27586,2,0,2,2,Meal Plan 1,0,Room_Type 2,159,2018,10,30,Online,0,0,0,83.5,2,Cancelled
INN27587,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Cancelled
INN27588,2,0,0,1,Not Selected,0,Room_Type 1,40,2018,9,29,Online,0,0,0,104.49,1,Not_Cancelled
INN27589,2,0,1,5,Meal Plan 1,0,Room_Type 1,6,2018,12,27,Offline,0,0,0,70,1,Not_Cancelled
INN27590,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,80,0,Not_Cancelled
INN27591,3,0,1,2,Meal Plan 1,0,Room_Type 4,28,2018,2,26,Online,0,0,0,125.77,1,Cancelled
INN27592,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,13,Corporate,1,0,6,65,0,Not_Cancelled
INN27593,1,0,2,3,Not Selected,0,Room_Type 1,59,2018,3,20,Online,0,0,0,79.05,1,Not_Cancelled
INN27594,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2018,7,4,Online,0,0,0,166,1,Not_Cancelled
INN27595,2,1,2,5,Meal Plan 1,0,Room_Type 1,187,2018,8,28,Online,0,0,0,111.35,0,Cancelled
INN27596,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115,0,Cancelled
INN27597,2,0,1,4,Not Selected,0,Room_Type 1,6,2018,6,15,Offline,0,0,0,72.25,0,Not_Cancelled
INN27598,2,0,2,2,Meal Plan 1,0,Room_Type 1,146,2018,7,16,Online,0,0,0,99.45,1,Not_Cancelled
INN27599,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108,0,Cancelled
INN27600,1,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102,0,Cancelled
INN27601,2,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,9,9,Online,0,0,0,135,0,Cancelled
INN27602,2,1,0,5,Meal Plan 1,0,Room_Type 4,128,2018,10,11,Online,0,0,0,135,0,Cancelled
INN27603,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,9,7,Online,0,0,0,123.5,2,Not_Cancelled
INN27604,2,0,2,3,Not Selected,0,Room_Type 1,28,2018,7,2,Online,0,0,0,130.66,1,Not_Cancelled
INN27605,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,Cancelled
INN27606,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2018,11,3,Online,0,0,0,136.67,2,Not_Cancelled
INN27607,1,0,2,0,Meal Plan 1,0,Room_Type 1,2,2018,7,10,Corporate,1,0,7,65,0,Not_Cancelled
INN27608,2,0,2,0,Meal Plan 1,0,Room_Type 1,39,2018,6,26,Online,0,0,0,99.9,1,Not_Cancelled
INN27609,2,0,0,1,Meal Plan 1,0,Room_Type 1,142,2018,10,27,Online,0,0,0,90.9,1,Cancelled
INN27610,2,0,0,2,Not Selected,0,Room_Type 1,68,2018,12,22,Online,0,0,0,79.2,0,Cancelled
INN27611,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Cancelled
INN27612,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,5,30,Online,0,0,0,119,1,Not_Cancelled
INN27613,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,2017,9,21,Online,0,0,0,124,2,Not_Cancelled
INN27614,2,0,1,3,Meal Plan 1,0,Room_Type 1,188,2018,7,25,Online,0,0,0,90.95,1,Not_Cancelled
INN27615,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Cancelled
INN27616,2,1,0,2,Meal Plan 1,0,Room_Type 4,95,2018,5,6,Offline,0,0,0,103.29,1,Cancelled
INN27617,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Cancelled
INN27618,2,0,1,0,Not Selected,0,Room_Type 1,19,2018,9,12,Online,0,0,0,89,0,Not_Cancelled
INN27619,2,0,0,2,Meal Plan 1,0,Room_Type 1,158,2018,7,8,Online,0,0,0,114.3,2,Cancelled
INN27620,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Cancelled
INN27621,2,0,1,2,Not Selected,0,Room_Type 1,1,2018,1,8,Online,0,0,0,78.5,0,Not_Cancelled
INN27622,2,0,2,5,Not Selected,0,Room_Type 1,244,2018,9,16,Online,0,0,0,78.54,1,Not_Cancelled
INN27623,2,0,1,1,Not Selected,1,Room_Type 1,91,2018,5,21,Online,0,0,0,125.1,0,Not_Cancelled
INN27624,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,3,4,Offline,0,0,0,102,0,Not_Cancelled
INN27625,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100,0,Not_Cancelled
INN27626,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70,0,Cancelled
INN27627,2,0,2,4,Meal Plan 1,0,Room_Type 4,307,2018,9,11,Online,0,0,0,108,0,Cancelled
INN27628,1,0,1,0,Not Selected,0,Room_Type 1,4,2018,5,23,Offline,0,0,0,153,1,Not_Cancelled
INN27629,2,0,2,2,Meal Plan 1,0,Room_Type 1,120,2018,4,23,Online,0,0,0,71.67,1,Not_Cancelled
INN27630,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Cancelled
INN27631,2,1,2,1,Meal Plan 1,0,Room_Type 1,126,2018,8,6,Online,0,0,0,130.5,0,Cancelled
INN27632,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,2017,12,30,Offline,0,0,0,71,0,Not_Cancelled
INN27633,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,9,19,Online,0,0,0,159,1,Not_Cancelled
INN27634,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110,0,Cancelled
INN27635,3,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,138.5,1,Not_Cancelled
INN27636,2,0,1,4,Meal Plan 1,0,Room_Type 1,172,2018,7,4,Online,0,0,0,79.03,1,Not_Cancelled
INN27637,2,0,0,2,Meal Plan 1,0,Room_Type 4,24,2018,4,28,Online,0,0,0,144.5,0,Cancelled
INN27638,2,0,1,3,Meal Plan 1,0,Room_Type 4,105,2018,5,2,Online,0,0,0,110.08,1,Not_Cancelled
INN27639,2,0,1,4,Meal Plan 1,0,Room_Type 1,130,2018,7,6,Online,0,0,0,107.95,0,Not_Cancelled
INN27640,1,1,0,0,Meal Plan 1,0,Room_Type 2,22,2018,11,26,Complementary,0,0,0,0,1,Not_Cancelled
INN27641,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Cancelled
INN27642,2,0,0,2,Meal Plan 1,0,Room_Type 4,39,2018,9,15,Online,0,0,0,149.4,0,Cancelled
INN27643,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,14,Offline,0,0,0,111.2,0,Not_Cancelled
INN27644,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,2,27,Online,0,0,0,91.3,0,Not_Cancelled
INN27645,1,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,65,1,Not_Cancelled
INN27646,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70,0,Not_Cancelled
INN27647,2,0,1,3,Meal Plan 1,0,Room_Type 1,132,2018,7,11,Online,0,0,0,101.58,1,Not_Cancelled
INN27648,2,0,2,5,Meal Plan 1,0,Room_Type 1,64,2018,9,1,Online,0,0,0,82.67,3,Not_Cancelled
INN27649,2,0,0,1,Not Selected,0,Room_Type 1,53,2018,5,18,Online,0,0,0,89.4,2,Not_Cancelled
INN27650,2,0,2,3,Meal Plan 1,0,Room_Type 1,101,2018,7,24,Offline,0,0,0,72.25,0,Cancelled
INN27651,2,0,1,3,Meal Plan 1,0,Room_Type 1,217,2018,9,1,Offline,0,0,0,80.75,1,Not_Cancelled
INN27652,2,0,0,3,Meal Plan 1,0,Room_Type 4,19,2018,8,23,Online,0,0,0,156,2,Not_Cancelled
INN27653,2,0,0,4,Meal Plan 2,0,Room_Type 1,27,2018,11,15,Offline,0,0,0,110,0,Not_Cancelled
INN27654,2,0,0,3,Meal Plan 1,0,Room_Type 1,85,2018,8,3,Online,0,0,0,119.7,0,Cancelled
INN27655,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Cancelled
INN27656,2,0,2,2,Not Selected,0,Room_Type 1,44,2018,12,2,Online,0,0,0,74.8,1,Not_Cancelled
INN27657,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Cancelled
INN27658,1,0,2,2,Meal Plan 1,0,Room_Type 1,107,2018,10,23,Offline,0,0,0,75.14,0,Not_Cancelled
INN27659,1,0,1,2,Meal Plan 1,0,Room_Type 1,253,2018,9,26,Online,0,0,0,2,0,Not_Cancelled
INN27660,3,0,0,1,Meal Plan 1,0,Room_Type 1,27,2017,9,23,Offline,0,0,0,128.2,1,Not_Cancelled
INN27661,3,0,0,1,Meal Plan 1,0,Room_Type 1,23,2018,10,27,Offline,0,0,0,119.4,1,Not_Cancelled
INN27662,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65,0,Cancelled
INN27663,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,12,12,Corporate,0,0,0,79,0,Not_Cancelled
INN27664,1,0,0,1,Meal Plan 1,1,Room_Type 4,2,2018,4,20,Corporate,1,0,3,119,1,Not_Cancelled
INN27665,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Cancelled
INN27666,2,0,1,1,Meal Plan 1,0,Room_Type 7,0,2018,12,19,Complementary,1,4,20,0,2,Not_Cancelled
INN27667,1,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,5,6,Corporate,0,0,0,105,0,Not_Cancelled
INN27668,2,0,1,2,Meal Plan 1,0,Room_Type 1,59,2018,7,1,Offline,0,0,0,85,0,Not_Cancelled
INN27669,2,2,2,5,Meal Plan 1,0,Room_Type 6,296,2018,7,24,Online,0,0,0,158.4,0,Cancelled
INN27670,2,0,0,1,Meal Plan 1,0,Room_Type 1,180,2017,10,16,Offline,0,0,0,70,0,Cancelled
INN27671,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,7,20,Online,0,0,0,111,1,Not_Cancelled
INN27672,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65,0,Not_Cancelled
INN27673,1,0,2,3,Meal Plan 1,0,Room_Type 1,16,2018,11,6,Online,0,0,0,169.6,1,Not_Cancelled
INN27674,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Cancelled
INN27675,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,80,0,Not_Cancelled
INN27676,3,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,12,20,Offline,0,0,0,98.1,1,Not_Cancelled
INN27677,2,0,2,1,Meal Plan 1,0,Room_Type 1,277,2018,11,13,Online,0,0,0,60.29,4,Not_Cancelled
INN27678,2,0,2,2,Meal Plan 1,0,Room_Type 4,26,2018,11,13,Online,0,0,0,96.9,1,Cancelled
INN27679,2,0,1,2,Meal Plan 1,0,Room_Type 1,55,2018,9,2,Online,0,0,0,109.8,1,Not_Cancelled
INN27680,2,0,2,3,Meal Plan 1,0,Room_Type 1,116,2018,5,15,Online,0,0,0,99.45,1,Not_Cancelled
INN27681,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2017,9,8,Online,0,0,0,105,0,Not_Cancelled
INN27682,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Cancelled
INN27683,2,0,1,2,Meal Plan 1,0,Room_Type 1,64,2018,4,29,Online,0,0,0,126.9,1,Cancelled
INN27684,2,0,0,4,Meal Plan 1,0,Room_Type 1,204,2017,8,12,Online,0,0,0,76.5,3,Not_Cancelled
INN27685,1,0,1,2,Meal Plan 1,0,Room_Type 5,276,2018,11,28,Corporate,0,0,0,106,0,Cancelled
INN27686,2,0,0,2,Meal Plan 1,0,Room_Type 1,172,2018,8,17,Online,0,0,0,109.8,0,Cancelled
INN27687,2,0,0,4,Meal Plan 2,0,Room_Type 1,261,2018,11,15,Online,0,0,0,106.25,1,Cancelled
INN27688,2,0,2,2,Meal Plan 1,0,Room_Type 4,59,2018,12,4,Online,0,0,0,96.9,1,Not_Cancelled
INN27689,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,11,4,Online,0,0,0,89,0,Not_Cancelled
INN27690,2,0,2,2,Meal Plan 1,0,Room_Type 1,4,2018,2,12,Offline,0,0,0,85,0,Not_Cancelled
INN27691,2,0,0,2,Meal Plan 1,0,Room_Type 1,74,2018,12,9,Offline,0,0,0,75,0,Not_Cancelled
INN27692,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Cancelled
INN27693,2,1,2,5,Meal Plan 1,0,Room_Type 1,54,2018,7,2,Online,0,0,0,146.7,0,Cancelled
INN27694,2,3,0,2,Meal Plan 1,0,Room_Type 7,114,2018,8,2,Online,0,0,0,266.3,0,Cancelled
INN27695,2,0,2,5,Meal Plan 1,0,Room_Type 4,91,2018,7,3,Online,0,0,0,127.8,0,Not_Cancelled
INN27696,1,0,0,3,Meal Plan 2,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,98,0,Not_Cancelled
INN27697,2,0,2,2,Meal Plan 1,0,Room_Type 1,123,2018,5,13,Online,0,0,0,113.55,0,Cancelled
INN27698,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,12,Offline,0,0,0,75,0,Not_Cancelled
INN27699,3,0,1,1,Meal Plan 1,0,Room_Type 4,17,2018,7,11,Online,0,0,0,187,0,Not_Cancelled
INN27700,2,1,1,3,Meal Plan 1,0,Room_Type 4,38,2018,4,21,Online,0,0,0,118.8,0,Cancelled
INN27701,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Offline,0,0,0,120,0,Cancelled
INN27702,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89,0,Cancelled
INN27703,2,0,0,2,Not Selected,0,Room_Type 1,87,2018,6,10,Offline,0,0,0,72.25,0,Not_Cancelled
INN27704,2,0,1,4,Meal Plan 1,0,Room_Type 1,9,2017,8,31,Online,0,0,0,109,2,Not_Cancelled
INN27705,2,0,2,2,Meal Plan 1,0,Room_Type 4,14,2018,12,3,Online,0,0,0,98.39,0,Not_Cancelled
INN27706,2,0,0,4,Meal Plan 1,0,Room_Type 1,262,2018,9,13,Online,0,0,0,100.3,0,Cancelled
INN27707,2,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,90,0,Cancelled
INN27708,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Corporate,0,0,0,75,0,Cancelled
INN27709,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108,0,Cancelled
INN27710,2,0,2,2,Meal Plan 1,0,Room_Type 1,124,2018,7,17,Online,0,0,0,99.45,1,Not_Cancelled
INN27711,1,0,1,0,Meal Plan 1,0,Room_Type 1,2,2018,1,4,Online,0,0,0,76,1,Not_Cancelled
INN27712,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,109,0,Cancelled
INN27713,2,0,2,3,Meal Plan 1,0,Room_Type 4,107,2018,5,7,Offline,0,0,0,90.95,0,Not_Cancelled
INN27714,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2017,8,17,Online,0,0,0,128,3,Not_Cancelled
INN27715,2,0,0,2,Meal Plan 1,0,Room_Type 1,50,2018,11,11,Online,0,0,0,97.2,1,Not_Cancelled
INN27716,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,4,2,Online,0,0,0,129,1,Not_Cancelled
INN27717,2,0,0,2,Not Selected,0,Room_Type 2,78,2018,4,8,Online,0,0,0,85.5,0,Cancelled
INN27718,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Cancelled
INN27719,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,10,11,Offline,0,0,0,100.8,0,Not_Cancelled
INN27720,2,0,0,1,Meal Plan 1,1,Room_Type 1,80,2017,12,31,Online,0,0,0,122.4,1,Not_Cancelled
INN27721,2,2,2,1,Meal Plan 1,0,Room_Type 4,2,2018,4,23,Online,0,0,0,244.8,1,Not_Cancelled
INN27722,2,0,2,4,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,48.33,0,Not_Cancelled
INN27723,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,12,10,Corporate,0,0,0,65,0,Not_Cancelled
INN27724,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109,0,Not_Cancelled
INN27725,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,9,20,Online,0,0,0,139,1,Not_Cancelled
INN27726,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Cancelled
INN27727,2,0,0,3,Meal Plan 1,0,Room_Type 6,159,2018,5,26,Online,0,0,0,198.9,0,Cancelled
INN27728,3,0,0,1,Meal Plan 1,0,Room_Type 1,220,2018,9,29,Offline,0,0,0,105.4,2,Cancelled
INN27729,2,0,2,4,Meal Plan 1,0,Room_Type 1,118,2018,11,13,Online,0,0,0,86.67,1,Not_Cancelled
INN27730,3,0,1,2,Meal Plan 1,0,Room_Type 4,40,2018,4,1,Online,0,0,0,150.3,0,Cancelled
INN27731,1,0,1,5,Meal Plan 1,0,Room_Type 1,177,2018,3,21,Offline,0,0,0,75.2,0,Not_Cancelled
INN27732,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,2017,10,7,Online,0,0,0,164,2,Not_Cancelled
INN27733,2,0,2,2,Meal Plan 1,0,Room_Type 1,18,2018,2,21,Offline,0,0,0,87,0,Not_Cancelled
INN27734,1,0,0,1,Meal Plan 1,0,Room_Type 4,14,2018,9,22,Online,0,0,0,184,2,Not_Cancelled
INN27735,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,75,0,Not_Cancelled
INN27736,2,0,0,1,Meal Plan 1,0,Room_Type 1,91,2018,10,7,Online,0,0,0,106.92,1,Cancelled
INN27737,2,0,1,3,Meal Plan 1,0,Room_Type 2,62,2018,2,15,Online,0,0,0,65.66,1,Not_Cancelled
INN27738,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,12,30,Online,0,0,0,1.48,0,Not_Cancelled
INN27739,2,0,2,5,Meal Plan 1,0,Room_Type 4,122,2018,12,24,Online,0,0,0,77.44,1,Cancelled
INN27740,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Cancelled
INN27741,3,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,3,29,Online,0,0,0,137,0,Cancelled
INN27742,2,0,0,4,Meal Plan 1,0,Room_Type 1,98,2018,12,21,Offline,0,0,0,75,0,Not_Cancelled
INN27743,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Offline,0,0,0,90,0,Cancelled
INN27744,3,0,2,3,Meal Plan 1,0,Room_Type 1,66,2017,12,31,Online,0,0,0,111.92,0,Not_Cancelled
INN27745,2,0,0,1,Meal Plan 1,0,Room_Type 1,40,2018,6,9,Online,0,0,0,108.9,1,Not_Cancelled
INN27746,2,1,2,3,Not Selected,0,Room_Type 1,225,2018,12,29,Online,0,0,0,71.91,0,Cancelled
INN27747,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Cancelled
INN27748,2,0,2,3,Meal Plan 1,0,Room_Type 1,104,2018,11,12,Online,0,0,0,69.3,1,Not_Cancelled
INN27749,2,0,1,2,Not Selected,0,Room_Type 1,0,2018,7,8,Online,0,0,0,135.67,0,Not_Cancelled
INN27750,2,0,1,4,Meal Plan 1,0,Room_Type 1,58,2017,12,28,Online,0,0,0,109.4,2,Not_Cancelled
INN27751,2,0,1,3,Meal Plan 1,0,Room_Type 1,55,2018,11,14,Online,0,0,0,88.4,2,Not_Cancelled
